source_file,sheet,source_column,raw_township,raw_state_region,suggested_canonical_township,suggested_canonical_state_region,confidence,match_type,row_count,reason,recommended_alias_mapping
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-Hlegu,,Thegon,Bago (West),46.2,Unmatched,86,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlegu (Yangon),"""Thegon"": [""03-Hlegu""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,MANDALAY,Myittha,Mandalay,50.0,Unmatched,79,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Myittha"": [""Naypyitaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,MANDALAY,Natogyi,Mandalay,50.0,Unmatched,79,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Natogyi"": [""Naypyitaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Naypyitaw,MANDALAY,Pyawbwe,Mandalay,50.0,Unmatched,79,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Pyawbwe"": [""Naypyitaw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakpho,BAGO WEST,Okpho,Bago (West),90.9,Unmatched,78,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Okpho (Bago (West)),"""Okpho"": [""Oakpho""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakpho,BAGO WEST,Gyobingauk,Bago (West),37.5,Unmatched,78,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Okpho (Bago (West)),"""Gyobingauk"": [""Oakpho""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakpho,BAGO WEST,Paukkhaung,Bago (West),37.5,Unmatched,78,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Okpho (Bago (West)),"""Paukkhaung"": [""Oakpho""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,02-MLY,,Monyo,Bago (West),40.0,Unmatched,75,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Monyo"": [""02-MLY""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,02-MLY,,Mawlamyine,Mon,40.0,Unmatched,75,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Mawlamyine"": [""02-MLY""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,02-MLY,,Myeik,Tanintharyi,40.0,Unmatched,75,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Myeik"": [""02-MLY""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Gyopinkouk,BAGO WEST,Gyobingauk,Bago (West),70.0,Unmatched,66,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gyobingauk (Bago (West)),"""Gyobingauk"": [""Gyopinkouk""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Gyopinkouk,BAGO WEST,Okpho,Bago (West),40.0,Unmatched,66,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gyobingauk (Bago (West)),"""Okpho"": [""Gyopinkouk""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Gyopinkouk,BAGO WEST,Zigon,Bago (West),40.0,Unmatched,66,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gyobingauk (Bago (West)),"""Zigon"": [""Gyopinkouk""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,YANGON,Taikkyi,Yangon,92.3,Unmatched,60,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taikkyi (Yangon),"""Taikkyi"": [""Tikkyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,YANGON,Thanlyin,Yangon,42.9,Unmatched,60,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taikkyi (Yangon),"""Thanlyin"": [""Tikkyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Tikkyi,YANGON,Kayan,Yangon,36.4,Unmatched,60,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taikkyi (Yangon),"""Kayan"": [""Tikkyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paundel,BAGO WEST,Paungde,Bago (West),85.7,Unmatched,53,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Paungde"": [""Paundel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paundel,BAGO WEST,Padaung,Bago (West),57.1,Unmatched,53,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Padaung"": [""Paundel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paundel,BAGO WEST,Paukkhaung,Bago (West),47.1,Unmatched,53,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Paukkhaung"": [""Paundel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thonze,BAGO WEST,Thegon,Bago (West),66.7,Unmatched,48,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Thegon"": [""Thonze""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thonze,BAGO WEST,Monyo,Bago (West),36.4,Unmatched,48,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Monyo"": [""Thonze""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thonze,BAGO WEST,Okpho,Bago (West),36.4,Unmatched,48,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Okpho"": [""Thonze""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thae Kone,BAGO WEST,Thegon,Bago (West),71.4,Unmatched,43,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Thegon"": [""Thae Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thae Kone,BAGO WEST,Letpadan,Bago (West),37.5,Unmatched,43,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Letpadan"": [""Thae Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Thae Kone,BAGO WEST,Nattalin,Bago (West),37.5,Unmatched,43,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Nattalin"": [""Thae Kone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Zeekone,BAGO WEST,Zigon,Bago (West),50.0,Unmatched,37,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West)),"""Zigon"": [""Zeekone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Zeekone,BAGO WEST,Thegon,Bago (West),46.2,Unmatched,37,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West)),"""Thegon"": [""Zeekone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Zeekone,BAGO WEST,Monyo,Bago (West),33.3,Unmatched,37,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West)),"""Monyo"": [""Zeekone""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,GD-MWD,,Gwa,Rakhine,50.0,Unmatched,36,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gwa (Rakhine),"""Gwa"": [""GD-MWD""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,GD-MWD,,Ngapudaw,Ayeyarwady,46.2,Unmatched,36,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gwa (Rakhine),"""Ngapudaw"": [""GD-MWD""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,GD-MWD,,Waingmaw,Kachin,46.2,Unmatched,36,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Gwa (Rakhine),"""Waingmaw"": [""GD-MWD""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Shwe Taung,BAGO WEST,Shwedaung,Bago (West),88.9,Unmatched,31,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Shwedaung (Bago (West)),"""Shwedaung"": [""Shwe Taung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Shwe Taung,BAGO WEST,Paukkhaung,Bago (West),52.6,Unmatched,31,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Shwedaung (Bago (West)),"""Paukkhaung"": [""Shwe Taung""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Shwe Taung,BAGO WEST,Padaung,Bago (West),50.0,Unmatched,31,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Shwedaung (Bago (West)),"""Padaung"": [""Shwe Taung""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-TYD,,Thayarwady,Bago (West),40.0,Unmatched,30,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Thayarwady"": [""03-TYD""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-TYD,,Tedim,Chin,40.0,Unmatched,30,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Tedim"": [""03-TYD""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-TYD,,Tada-U,Mandalay,40.0,Unmatched,30,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thayarwady (Bago (West)),"""Tada-U"": [""03-TYD""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Chanungzon,MON,Chaungzon,Mon,94.7,Unmatched,28,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Chaungzon (Mon),"""Chaungzon"": [""Chanungzon""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Chanungzon,MON,Paung,Mon,53.3,Unmatched,28,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Chaungzon (Mon),"""Paung"": [""Chanungzon""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Chanungzon,MON,Thaton,Mon,50.0,Unmatched,28,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Chaungzon (Mon),"""Thaton"": [""Chanungzon""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Magway Division,Aunglan,Magway,0.0,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Aunglan (Magway),"""Aunglan"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Magway Division,Chauk,Magway,0.0,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Aunglan (Magway),"""Chauk"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Magway Division,Gangaw,Magway,0.0,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Aunglan (Magway),"""Gangaw"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Yangon Division,Ahlone,Yangon,0.0,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Ahlone (Yangon),"""Ahlone"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Yangon Division,Bahan,Yangon,0.0,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Ahlone (Yangon),"""Bahan"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Yangon Division,Botahtaung,Yangon,0.0,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Ahlone (Yangon),"""Botahtaung"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-NCH,,Sanchaung,Yangon,42.9,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Sanchaung (Yangon),"""Sanchaung"": [""01-NCH""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-NCH,,Chauk,Magway,40.0,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Sanchaung (Yangon),"""Chauk"": [""01-NCH""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-NCH,,Minhla,Bago (West),36.4,Unmatched,21,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Sanchaung (Yangon),"""Minhla"": [""01-NCH""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nay Pyi Taw,MANDALAY,Myittha,Mandalay,50.0,Unmatched,20,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Myittha"": [""Nay Pyi Taw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nay Pyi Taw,MANDALAY,Natogyi,Mandalay,50.0,Unmatched,20,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Natogyi"": [""Nay Pyi Taw""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Nay Pyi Taw,MANDALAY,Pyawbwe,Mandalay,50.0,Unmatched,20,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myittha (Mandalay),"""Pyawbwe"": [""Nay Pyi Taw""]"
01_Data/Marketing/2026 Marketing Summary.xlsx,Sheet1,Township,,,,,,Unmatched,17,blank Township value,
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taung Twin Gyi,MAGWAY,Taungdwingyi,Magway,91.7,Unmatched,17,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taungdwingyi (Magway),"""Taungdwingyi"": [""Taung Twin Gyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taung Twin Gyi,MAGWAY,Aunglan,Magway,52.6,Unmatched,17,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taungdwingyi (Magway),"""Aunglan"": [""Taung Twin Gyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Taung Twin Gyi,MAGWAY,Sinbaungwe,Magway,45.5,Unmatched,17,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Taungdwingyi (Magway),"""Sinbaungwe"": [""Taung Twin Gyi""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyaikhto,MON,Kyaikto,Mon,93.3,Unmatched,15,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaikto (Mon),"""Kyaikto"": [""Kyaikhto""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyaikhto,MON,Kyaikmaraw,Mon,55.6,Unmatched,15,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaikto (Mon),"""Kyaikmaraw"": [""Kyaikhto""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Kyaikhto,MON,Thaton,Mon,42.9,Unmatched,15,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyaikto (Mon),"""Thaton"": [""Kyaikhto""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moe Nyo,BAGO WEST,Monyo,Bago (West),90.9,Unmatched,15,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Monyo"": [""Moe Nyo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moe Nyo,BAGO WEST,Okpho,Bago (West),36.4,Unmatched,15,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Okpho"": [""Moe Nyo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moe Nyo,BAGO WEST,Zigon,Bago (West),36.4,Unmatched,15,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Zigon"": [""Moe Nyo""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-MWD,,Myawaddy,Kayin,46.2,Unmatched,14,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin),"""Myawaddy"": [""01-MWD""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-MWD,,Mudon,Mon,40.0,Unmatched,14,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin),"""Mudon"": [""01-MWD""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,01-MWD,,Tamwe,Yangon,40.0,Unmatched,14,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myawaddy (Kayin),"""Tamwe"": [""01-MWD""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,OAKPHO,BAGO WEST,Okpho,Bago (West),90.9,Unmatched,14,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Okpho (Bago (West)),"""Okpho"": [""OAKPHO""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,OAKPHO,BAGO WEST,Gyobingauk,Bago (West),37.5,Unmatched,14,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Okpho (Bago (West)),"""Gyobingauk"": [""OAKPHO""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,OAKPHO,BAGO WEST,Paukkhaung,Bago (West),37.5,Unmatched,14,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Okpho (Bago (West)),"""Paukkhaung"": [""OAKPHO""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Eainmae,AYEYARWADDY,Einme,Ayeyarwady,83.3,Unmatched,12,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Einme"": [""Eainmae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Eainmae,AYEYARWADDY,Waingmaw,Kachin,66.7,Unmatched,12,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Waingmaw"": [""Eainmae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Eainmae,AYEYARWADDY,Banmauk,Sagaing,57.1,Unmatched,12,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Einme (Ayeyarwady),"""Banmauk"": [""Eainmae""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moenyo,BAGO WEST,Monyo,Bago (West),90.9,Unmatched,12,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Monyo"": [""Moenyo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moenyo,BAGO WEST,Okpho,Bago (West),36.4,Unmatched,12,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Okpho"": [""Moenyo""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Moenyo,BAGO WEST,Zigon,Bago (West),36.4,Unmatched,12,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Monyo (Bago (West)),"""Zigon"": [""Moenyo""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-THZ,,Thazi,Mandalay,60.0,Unmatched,11,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay),"""Thazi"": [""03-THZ""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-THZ,,Taze,Sagaing,44.4,Unmatched,11,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay),"""Taze"": [""03-THZ""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,03-THZ,,Katha,Sagaing,40.0,Unmatched,11,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thazi (Mandalay),"""Katha"": [""03-THZ""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ThaeKone,BAGO WEST,Thegon,Bago (West),71.4,Unmatched,11,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Thegon"": [""ThaeKone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ThaeKone,BAGO WEST,Letpadan,Bago (West),37.5,Unmatched,11,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Letpadan"": [""ThaeKone""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,ThaeKone,BAGO WEST,Nattalin,Bago (West),37.5,Unmatched,11,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Thegon (Bago (West)),"""Nattalin"": [""ThaeKone""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Tanintharyi Division,Bokpyin,Tanintharyi,0.0,Unmatched,10,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bokpyin (Tanintharyi),"""Bokpyin"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Tanintharyi Division,Dawei,Tanintharyi,0.0,Unmatched,10,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bokpyin (Tanintharyi),"""Dawei"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Tanintharyi Division,Kawthoung,Tanintharyi,0.0,Unmatched,10,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bokpyin (Tanintharyi),"""Kawthoung"": [""0""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakkan,YANGON,Kyauktan,Yangon,57.1,Unmatched,10,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyauktan (Yangon),"""Kyauktan"": [""Oakkan""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakkan,YANGON,Bahan,Yangon,54.5,Unmatched,10,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyauktan (Yangon),"""Bahan"": [""Oakkan""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Oakkan,YANGON,Kayan,Yangon,54.5,Unmatched,10,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Kyauktan (Yangon),"""Kayan"": [""Oakkan""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Bago East Division,Bago,Bago (East),0.0,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East)),"""Bago"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Bago East Division,Daik-U,Bago (East),0.0,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East)),"""Daik-U"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Bago East Division,Htantabin,Bago (East),0.0,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Bago (Bago (East)),"""Htantabin"": [""0""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaing Tharyar,YANGON,Hlaingtharya (East),Yangon,82.8,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaingtharya (East)"": [""Hlaing Tharyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaing Tharyar,YANGON,Hlaingtharya (West),Yangon,82.8,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaingtharya (West)"": [""Hlaing Tharyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Hlaing Tharyar,YANGON,Hlaing,Yangon,63.2,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingtharya (East) (Yangon),"""Hlaing"": [""Hlaing Tharyar""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myoe Thit,MAGWAY,Myothit,Magway,93.3,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myothit (Magway),"""Myothit"": [""Myoe Thit""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myoe Thit,MAGWAY,Myaing,Magway,42.9,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myothit (Magway),"""Myaing"": [""Myoe Thit""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Myoe Thit,MAGWAY,Thayet,Magway,42.9,Unmatched,9,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Myothit (Magway),"""Thayet"": [""Myoe Thit""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Kayin State,Hlaingbwe,Kayin,0.0,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingbwe (Kayin),"""Hlaingbwe"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Kayin State,Hpa-An,Kayin,0.0,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingbwe (Kayin),"""Hpa-An"": [""0""]"
01_Data/Stock/2026_KMM_R2_STOCK.xlsx,02) STOCK,Location,0,Kayin State,Hpapun,Kayin,0.0,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Hlaingbwe (Kayin),"""Hpapun"": [""0""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paungdel,BAGO WEST,Paungde,Bago (West),93.3,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Paungde"": [""Paungdel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paungdel,BAGO WEST,Padaung,Bago (West),66.7,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Padaung"": [""Paungdel""]"
01_Data/Sales/2026_KMM_CPI copy.xlsx,2026_KMM_DATA,Township,Paungdel,BAGO WEST,Paukkhaung,Bago (West),55.6,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Paungde (Bago (West)),"""Paukkhaung"": [""Paungdel""]"
01_Data/Booking/KMMF3002 KMM Booking Data.2.xlsx,Data,Township,ZEE KONE,BAGO WEST,Zigon,Bago (West),50.0,Unmatched,8,no exact/normalized/current-alias match; fuzzy below 95; top suggestion Zigon (Bago (West)),"""Zigon"": [""ZEE KONE""]"
